id,egpack,speaker,jp,before_cn,after_cn,reason
game_t00120,020_UAF_DAY91_01.egpack,ＪＦＫオペレーター,「――ソルティ・ベースよりナイヴス１、\wナイヴス両機による直接確認を許可する。生きていれば一ヶ月ぶりの朗報だ、\w頼むぞ！」,「――索尔蒂基地允许黑刃1、黑刃两机直接确认。如果还活着，就是一个月来的好消息了，拜托了！」,「——索尔蒂基地允许黑刃1、黑刃两机直接确认。要是人还活着，就是一个月来的好消息了，拜托了！」,中文自然度修正：明确生存者主语
game_t00195,020_UAF_DAY91_01.egpack,ダリル,「よし、\w一旦海上に出てから右旋回、\w一度フライパスして周囲を確認する。ジェット後流を当てんじゃないよ――距離１００で着地、\w主脚歩行接近」,「好，先出海再右转，飞越一次确认周围情况。别撞上喷气尾流——距离100着陆，主起落架步行接近。」,「好，先出海再右转，飞越一次确认周围情况。别让喷流冲到她——距离100着陆，主起落架步行接近。」,中文自然度修正：ジェット後流语义修正
game_t00199,020_UAF_DAY91_01.egpack,,この現場は渚みたいだから大丈夫だとは思うが…\w…\w。,这个现场看起来像海滩，所以我觉得没问题……。,这个现场看起来像海滩，所以我觉得没问题……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00344,020_UAF_DAY91_01.egpack,,重く…\w…\wは無いが軽くも無い。命に別状は無くても、\w本当に消耗してるんだな…\w…\w。,算不上重……但也不轻。虽然性命无碍，但确实消耗很大啊……。,算不上重……但也不轻。虽然性命无碍，但确实消耗很大啊……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00347,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00349,020_UAF_DAY91_01.egpack,,ハーネス…\w…\wの前に自分が座らないとな…\w…\w。,安全带……在那之前，我自己得先坐进去……。,安全带……在那之前，我自己得先坐进去……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00351,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00423,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00424,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00427,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00429,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00431,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00441,020_UAF_DAY91_01.egpack,,そうか、\wこいつ漂流してたんだよな。,是吗，这家伙在漂流啊。,对啊，她一直在漂流来着。,中文自然度修正：按上下文把こいつ自然化为她
game_t00461,020_UAF_DAY91_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t00464,020_UAF_DAY91_01.egpack,,それはまだよく分かっていない。\nこの辺だって本来の海抜で言ったら\nマイナス１６０００フィートってとこなのに……。,这点还不太清楚。这一带按原本海拔来说，也该是负16000英尺左右……。,这点还不太清楚。这一带按原本海拔来说，也该是负16000英尺左右……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00510,020_UAF_DAY91_01.egpack,,ひょっとして、\wこいつはかなり凄い奴なんじゃないか？,难道说，这家伙是个相当厉害的角色？,难道说，她其实是个相当厉害的角色？,中文自然度修正：按上下文把こいつ自然化为她
game_t00567,030_UAF_DAY93_01.egpack,,…\w…\wにしても…\w…\w。,……话说回来……。,……话说回来……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00628,030_UAF_DAY93_01.egpack,,一応陸地はあり、\w物資にはまだまだ余裕があり、\w行動するための戦術機があり、\w何より原子炉の電力が水とかなりの自由を生んでくれる。,一应有陆地，物资还很有余裕，有行动用的战术机，最重要的是原子炉的电力带来了水和相当的自由。,好歹有陆地，物资还很充足，有可行动的战术机，最重要的是，反应堆的电力能带来水和相当大的自由度。,中文自然度修正：调整日式长句语序
game_t00742,030_UAF_DAY93_01.egpack,,来たな、\wビッグ・マムの流儀が。それ自体は俺も気楽でいいんだけどさ…\w…\w。,来了啊，Big Mom的作风。这本身我倒也觉得轻松，不过……。,来了啊，Big Mom的作风。这本身我倒也觉得轻松，不过……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00835,030_UAF_DAY93_01.egpack,,乗務員の心理状況を考えればあながちマズい施策でもないとは思うんだが…\w…\w。,考虑到乘务员的心理状况，我觉得这也不失为一个不错的措施……,考虑到舰员的心理状况，我觉得这也不失为一个不错的措施……,中文自然度修正：乗務員按舰上语境改为舰员
game_t00841,030_UAF_DAY93_01.egpack,,苦境の理由その２、\wだ…\w…\w。,这就是苦境的第二个理由……。,这就是苦境的第二个理由……,标点自然度修正：去除省略号后的日式句号/逗号
game_t00859,030_UAF_DAY93_01.egpack,,天測航法…\w…\wって機関は死んでたんだから位置の確認だけだろうけど、\wすごい話だな。,天测航法……不过引擎已经停了，大概也只是确认位置吧，真是厉害啊。,天测航法……不过动力系统已经停了，大概也只是确认位置吧，真是厉害啊。,中文自然度修正：機関在舰船语境改为动力系统
game_t00873,030_UAF_DAY93_01.egpack,ダリル,「…\w…\w今ここに存在する艦艇のなかで、\w静止衛星との双方向通信能力を持つ艦はＪＦＫだけだ」,「……现在这里存在的舰艇中，拥有与静止卫星双向通信能力的舰只有JFK。」,「……目前在这里的舰艇中，拥有与静止卫星双向通信能力的只有JFK。」,中文自然度修正：避免“存在的舰艇”硬译
game_t00903,030_UAF_DAY93_01.egpack,ダリル,「正規母艦だろうと戦術機だろうと『コミュニケーション』を絶たれた存在が、\wいかに無力か…\w…\w。そのことを改めて思い知らされてるよ」,「无论是正规母舰还是战术机，被切断‘沟通’的存在是多么无力……我再次深刻体会到了这一点」,「无论是正规母舰还是战术机，一旦被切断‘沟通’，会变得多么无力……我再次深刻体会到了这一点」,中文自然度修正：避免“被切断沟通的存在”硬译
game_t00908,030_UAF_DAY93_01.egpack,ダリル,「…\w…\wだいぶ長くなっちまったね」,「……变得相当长了呢」,「……说得挺长了呢」,中文自然度修正：自然口语
game_t00956,040_UAF_DAY94_01.egpack,,こいつ、\w隊長の名前出すとおとなしくなるな。,这家伙，一提到队长的名字就老实了。,她一提到队长的名字就老实了。,中文自然度修正：按上下文把こいつ自然化为她
game_t01070,040_UAF_DAY94_01.egpack,,実際、\wダリル隊長の『いじり』も、\wこの異常な状況下で気をほぐすための配慮だったりするからな。,实际上，达里尔队长的‘捉弄’也是为了在这种异常情况下让大家放松心情的考虑。,实际上，达里尔队长的‘捉弄’，也是为了在这种异常情况下让大家放松心情。,中文自然度修正：去掉“考虑”硬译
game_t01089,040_UAF_DAY94_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01148,040_UAF_DAY94_01.egpack,,はあ…\w…\wリリアもすっかりメルの調子に取り込まれちまったな…\w…\w。,唉……莉莉娅也完全被梅尔带跑了呢……。,唉……莉莉娅也完全被梅尔带跑了呢……,标点自然度修正：去除省略号后的日式句号/逗号
game_t01199,040_UAF_DAY94_01.egpack,,…\w…\w既に調子どころではありませんでした…\w…\w。,……已经不是得意忘形的问题了……。,……已经不是得意忘形的问题了……,标点自然度修正：去除省略号后的日式句号/逗号
game_t01215,040_UAF_DAY94_01.egpack,,最初にこれを確認しとく辺りが、\wこう見えて結構面倒見のいいメルらしい配慮なんだよな。,一开始就先确认这一点，正是梅尔别看这样其实挺会照顾人的体贴之处。,一开始就先确认这点，也挺像梅尔的体贴。别看她那样，其实很会照顾人。,中文自然度修正：拆开日式长句
game_t01276,040_UAF_DAY94_01.egpack,,前の…\w…\wね。自分の僚機も他人に掛かっちゃノイズでしかないんだろうが…\w…\w。,前任……啊。自己的僚机，对别人来说也不过只是噪音吧……。,前任……啊。自己的僚机，对别人来说也不过只是噪音吧……,标点自然度修正：去除省略号后的日式句号/逗号
game_t01419,040_UAF_DAY94_01.egpack,リリア,「全体の設置戦略に反して無いのであれば考慮していただきたいんです！　お願いします！　捜索を――」,「如果与整体的设置战略没有冲突，希望您能考虑一下！拜托了！搜索——」,「如果与整体的布设战略没有冲突，希望您能考虑一下！拜托了！搜索——」,中文自然度修正：設置戦略按中继机布设语境处理
game_t01464,040_UAF_DAY94_01.egpack,,一体どうなってやがるんだ…\w…\w。,到底是怎么搞的……。,到底是怎么搞的……,标点自然度修正：去除省略号后的日式句号/逗号
game_t01478,040_UAF_DAY94_01.egpack,,こいつが見せている強情さから考えれば、\w納得する可能性は低いと思うんだがな…\w…\w。,从这家伙表现出的固执来看，我觉得他同意的可能性很低……,从她表现出的固执来看，我觉得她接受的可能性很低……,中文自然度修正：修正性别代词
game_t01587,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01633,050_UAF_DAY95_01.egpack,リリア,「沿岸を進む場合、\w途上においても漂着者が存在する可能性は低くないものと思われます」,「沿岸前进时，我认为途中也很可能存在漂着者」,「沿岸前进时，我认为途中也很可能有漂流者」,中文自然度修正：避免“存在漂着者”硬译
game_t01688,050_UAF_DAY95_01.egpack,ウィル,「了解！　補給拠点構築に影響が無い限り、\wセンサー類の確認を厳にします！」,「了解！只要不影响补给据点的构建，就会严格确认传感器类！」,「了解！只要不影响补给据点的构建，就会严格检查各类传感器！」,中文自然度修正：确认传感器类改为检查各类传感器
game_t01713,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01729,050_UAF_DAY95_01.egpack,,前回よりも結構距離は稼げたな…\w…\w。,比上次已经拉开了相当远的距离……。,比上次已经拉开了相当远的距离……,标点自然度修正：去除省略号后的日式句号/逗号
game_t01741,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01765,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01767,050_UAF_DAY95_01.egpack,リリア,「――少しの時間だけでいいの！　信号を拾えないか、\w高度を取って確認したいの」,「——只要一点点时间就好！能不能收到信号，我想升高确认一下」,「——只要一点点时间就好！我想升高高度，确认能不能收到信号」,中文自然度修正：调整语序
game_t01836,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01838,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01844,050_UAF_DAY95_01.egpack,リリア,「――転送したわ！　１１時方向に蛍光塗料の散布を確認！　救命艇よ！」,「——传送了！11点方向确认到荧光涂料的散布！是救生艇！」,「——传送了！11点方向发现荧光涂料散布痕迹！是救生艇！」,中文自然度修正：散布确认改为发现痕迹
game_t01852,050_UAF_DAY95_01.egpack,ウィル,「――ナイヴス２よりソルティ・ベース！　光学にて座礁した救命艇を発見、\w救難信号の発信は確認できず！」,「――黑刃2呼叫索尔蒂基地！光学发现搁浅的救生艇，未确认到求救信号的发送！」,「――黑刃2呼叫索尔蒂基地！光学发现搁浅的救生艇，未确认有求救信号发出！」,中文自然度修正：发送确认改为信号发出
game_t01878,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01901,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01905,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01913,050_UAF_DAY95_01.egpack,,いつか次に回収できる時が来たとしても…\w…\wその頃には骨しか残ってないかもしれない。ゼロよりはマシだけど…\w…\w。,即使有一天能再来收殓……到那时可能只剩骨头了。虽然总比什么都没有强……。,即使有一天能再来收殓……到那时可能只剩骨头了。虽然总比什么都没有强……,标点自然度修正：去除省略号后的日式句号/逗号
game_t01928,050_UAF_DAY95_01.egpack,ウィル,「腐敗が進行しているため遺体の持ち帰りは困難と判断する。識別票のみを持ち帰りたい」,「由于腐败正在进展，判断遗体难以带回。希望只带回识别牌。」,「遗体腐败严重，判断难以带回。希望只带回识别牌。」,中文自然度修正：避免“腐败正在进展”硬译
game_t01937,050_UAF_DAY95_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t01950,050_UAF_DAY95_01.egpack,,それは…\w…\wそうなんだけどよ…\w…\w。,话是这么说……可是……。,话是这么说……可是……,标点自然度修正：去除省略号后的日式句号/逗号
game_t02448,060_UAF_DAY96_01.egpack,,これは噂ってレベルじゃないだろ！　いきなり出鼻を挫かれたな…\w…\w。,这已经不是传闻级别了吧！一上来就被挫了锐气啊……。,这已经不是传闻级别了吧！一上来就被挫了锐气啊……,标点自然度修正：去除省略号后的日式句号/逗号
game_t02478,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02481,060_UAF_DAY96_01.egpack,,弛緩…\w…\w俺たちがどんな気持ちでこの艦を回してきたかも知らないで…\w…\w。,松懈……你根本不知道我们是以怎样的心情维持这艘舰的……。,松懈……你根本不知道我们是以怎样的心情维持这艘舰的……,标点自然度修正：去除省略号后的日式句号/逗号
game_t02524,060_UAF_DAY96_01.egpack,,一体何を持ち出そうって言うんだ……。ここで死者の話が来る……のか？,到底想提出什么……。这里会提到死者……吗？,到底想提出什么……这里会提到死者……吗？,标点自然度修正：去除省略号后的日式句号/逗号
game_t02559,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02562,060_UAF_DAY96_01.egpack,,俺に振るのか…\w…\w。,把问题抛给我吗……。,把问题抛给我吗……,标点自然度修正：去除省略号后的日式句号/逗号
game_t02595,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02600,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02601,060_UAF_DAY96_01.egpack,,くそ…\w…\w。やっぱりだ…\w…\wこいつは強い。,可恶……果然……这家伙很强。,可恶……果然……她很坚强。,中文自然度修正：强い按上下文译为坚强
game_t02625,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02673,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02674,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w…\w…\w…\w…\w。,……………………。,……………………,标点自然度修正：去除省略号后的日式句号/逗号
game_t02703,060_UAF_DAY96_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t03069,090_UAF_DAY99_01.egpack,,警報が鳴り止まない…\w…\w。,警报响个不停……。,警报响个不停……,标点自然度修正：去除省略号后的日式句号/逗号
game_t03137,090_UAF_DAY99_01.egpack,ダリル,「またこれまでの戦訓からも、\w長駆侵攻してきたＢＥＴＡには光線属種の存在確率が低いことから、\w洋上の船舶が最も安全であると判断された」,「而且从以往战斗教训来看，长途侵攻而来的BETA中，激光属种的存在概率较低，因此判断海上船舶最为安全。」,「而且从以往战斗教训来看，长途进攻而来的BETA中，激光属种的存在概率较低，因此判断海上船舶最为安全。」,中文自然度修正：侵攻改为进攻
game_t03150,090_UAF_DAY99_01.egpack,ダリル,「第一波攻撃の撃墜率から、\w光線属種の存在及び分布を算出。それによってアタシら戦術機部隊の行動が決まってくる」,「根据第一波攻击的击坠率，计算激光属种的存在及分布。由此决定我们战术机部队的行动。」,「根据第一波攻击的击落率，计算激光属种的存在及分布。由此决定我们战术机部队的行动。」,中文自然度修正：击坠率改为击落率
game_t03180,090_UAF_DAY99_01.egpack,ダリル,「光線属種の存在が確認された場合、\w第二波は再度ＡＬ弾攻撃。敵迎撃による重金属雲展開後、\w戦術機部隊は約１５キロ進出して光線属種の掃討にかかる」,「如果确认存在激光属种，第二波再次进行AL弹攻击。敌方迎击展开重金属云后，战术机部队推进约15公里，开始扫荡激光属种。」,「如果确认存在激光属种，第二波再次使用AL弹攻击。敌方迎击展开重金属云后，战术机部队推进约15公里，开始扫荡激光属种。」,中文自然度修正：去掉“进行”硬译
game_t03181,090_UAF_DAY99_01.egpack,ダリル,「光線属種が存在しない場合、\w戦術機部隊は前進し敵群と接触。第二波以降は海軍戦術機部隊の目視誘導で敵のど真ん中に誘導弾を叩き込む」,「激光属种不存在的情况下，战术机部队前进并接触敌群。第二波以后，由海军战术机部队的目视诱导将诱导弹打入敌军正中央」,「如果不存在激光属种，战术机部队前进并接触敌群。第二波以后，由海军战术机部队的目视诱导将诱导弹打入敌军正中央」,中文自然度修正：调整条件句
game_t03262,090_UAF_DAY99_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t03263,090_UAF_DAY99_01.egpack,,…\w…\w…\w…\w。,…………。,…………,标点自然度修正：去除省略号后的日式句号/逗号
game_t03267,090_UAF_DAY99_01.egpack,オールストン准将,「よろしい！　光線属種は存在しないものと判断する。――モード・オート・スペシャル！　ありったけの誘導弾を叩き込め！」,「好！判定不存在激光属种。――自动特殊模式！把所有的诱导弹都打进去！」,「好！判定不存在激光属种。――自动特殊模式！把所有诱导弹都砸进去！」,中文自然度修正：战斗口吻更自然
game_t03271,090_UAF_DAY99_01.egpack,,第一波は迎撃されなかったのか！　着弾はまだだけど…\w…\w。,第一波没有被拦截吗！　虽然还没命中……。,第一波没有被拦截吗！　虽然还没命中……,标点自然度修正：去除省略号后的日式句号/逗号
game_t03324,090_UAF_DAY99_01.egpack,,実際、\w面制圧の効果があったようには思えない…\w…\w。,实际上，似乎并没有发挥面压制的效果……。,实际上，似乎并没有发挥面压制的效果……,标点自然度修正：去除省略号后的日式句号/逗号
game_t03382,090_UAF_DAY99_02.egpack,オールストン准将,「クッ…\w…\w早い…\w…\wッ！　ＢＥＴＡめ…\w…\w！」,「咳……好快……！　BETA这家伙……！」,「咳……好快……！　该死的BETA……！」,中文自然度修正：め按咒骂语气处理
game_t03422,090_UAF_DAY99_02.egpack,,最後衛任務…\w…\w。,断后任务……。,断后任务……,标点自然度修正：去除省略号后的日式句号/逗号
game_t03427,090_UAF_DAY99_02.egpack,,今だって光線属種がいないから、\wもっているようなもんなんだぜ…\w…\w。,现在也没有激光属种，所以就跟拥有一样……,现在也是因为没有激光属种，才勉强撑得住啊……,中文自然度修正：もっている按撑住处理
game_t03432,090_UAF_DAY99_02.egpack,,海兵隊は決して任務達成を諦めない…\w…\w。,海军陆战队绝不放弃任务……。,海军陆战队绝不放弃任务……,标点自然度修正：去除省略号后的日式句号/逗号
game_t03526,090_UAF_DAY99_03.egpack,,ここに来て…\w…\wここまで来て海側から要塞級がこんなに…\w…\w。,来到这里……来到这里从海侧有这么多要塞级……,都到这一步了……都到这一步了，海面方向竟然冒出这么多要塞级……,中文自然度修正：ここまで来て按语境处理
game_t03534,090_UAF_DAY99_03.egpack,,はは…\w…\wリリア、\wおまえ…\w…\wまだ、\wそんなことを…\w…\w。,哈哈……莉莉娅，你……还，做那种事……,哈哈……莉莉娅，你……还在说这种话……,中文自然度修正：まだそんなことを按语境处理
game_t03608,090_UAF_DAY99_03.egpack,,…\w…\w気持ちは分かる…\w…\w同じ仲間として、\wこいつが全力を尽くそうとしていることも…\w…\w。,……心情可以理解……作为同伴，这家伙也在全力以赴……,……心情我懂……作为同伴，她也正在全力以赴……,中文自然度修正：按上下文把こいつ自然化为她
game_t03609,090_UAF_DAY99_03.egpack,,…\w…\w俺だって、\w本当は最後まで…\w…\wこいつと一緒に戦えるなら、\w死ぬのも悪くないとすら思ってる…\w…\w！,……我也一样，其实直到最后……如果能和这家伙一起战斗，我甚至觉得死也无所谓……！,……我也一样，其实直到最后……如果能和她一起战斗，我甚至觉得死也无所谓……！,中文自然度修正：按上下文把こいつ自然化为她
game_t03649,090_UAF_DAY99_03.egpack,,分かってる…\w…\w絶対に持たせる！　こいつが脱出するまでは、\w絶対に…\w…\w！,我知道……绝对要撑住！在这家伙逃出去之前，绝对……！,我知道……绝对要撑住！在她逃出去之前，绝对……！,中文自然度修正：按上下文把こいつ自然化为她
game_t03682,100_UAF_DAY100_01.egpack,女,「貴様、\w大丈夫か――？」,「你这家伙，没事吧――？」,「你，没事吧――？」,中文自然度修正：貴様按救援语境自然化
game_t03688,100_UAF_DAY100_01.egpack,女,「水だ…\w…\w落ち着いて飲め」,「水……冷静点喝」,「水……别急，慢慢喝」,中文自然度修正：自然口语
game_t00231,020_UAF_DAY91_01.egpack,ダリル,「軽く発熱してる、\wか。けどこの程度なら感染症の心配はなさそうだね」,「有点发烧呢。不过这种程度的话，看来不用担心感染病。」,「有点发烧。不过这种程度，应该不用担心感染病。」,显示长度安全修正：避开外层引号内24/25字符边界
game_t00912,030_UAF_DAY93_01.egpack,ダリル,「今後の任務については明日、\w実機での着座調整と合わせて説明するものとする」,「关于今后的任务，明天会结合实机座椅调整一并说明。」,「明天会结合实机座椅调整，一并说明今后的任务。」,显示长度安全修正：避开外层引号内24/25字符边界
game_t01369,040_UAF_DAY94_01.egpack,ダリル,「当面は任務の内容と推進剤効率に鑑み、\w２機分隊での運用を継続する」,「当前鉴于任务内容和推进剂效率，继续以2机分队运用」,「鉴于当前任务内容和推进剂效率，继续以2机分队形式运用。」,显示长度安全修正：避开外层引号内24/25字符边界
game_t01704,050_UAF_DAY95_01.egpack,ダリル,「今回はまだ物資の運搬は行わず、\wまずは前回と同じく中継機の設置を担当してもらう」,「这次还不搬运物资，首先和上次一样，请负责设置中继机」,「这次还不搬运物资，先和上次一样布设中继机」,显示长度安全修正：避开外层引号内24/25字符边界
game_t03405,090_UAF_DAY99_02.egpack,バスター１,「この位置での戦線維持は不可能と判断する。母艦に戻って戦線を再構築すべきだ！」,「判定此位置无法维持战线。应该返回母舰重新构建战线！」,「判定此位置无法维持战线。返回母舰重新构建战线！」,显示长度安全修正：避开外层引号内24/25字符边界
game_t03636,090_UAF_DAY99_03.egpack,ウィル,「そのパッケージが俺らの結晶なら、\wその名前も全てそこに入ってるはずなんだ！」,「如果那个数据包是我们的结晶，名字也应该全在里面！」,「如果那个数据包是我们的结晶，大家的名字也应该全在里面！」,显示长度安全修正：避开外层引号内24/25字符边界
game_t00014,010_UAFプロローグ.egpack,テイラー大将,「人類はまもなく勝利し、\wこの地球は再興する。６０年後ではなく、\w数年以内にな」,「人类不久将取得胜利，地球将复兴。不是六十年后，而是几年之内。」,「人类很快就会胜利，地球也将复兴。不是六十年后，而是几年之内。」,中文自然度修正：取得胜利改为更自然口吻
game_t00034,020_UAF_DAY91_01.egpack,マクマナス中尉,「いい返事だウィル。よく分かったよ、\wおまえがまったく分かっちゃいないってことがね」,「回答得好，威尔。我懂了，你根本什么都不懂。」,「好回答，威尔。我算明白了，你是真的什么都不懂。」,中文自然度修正：达里尔讽刺口吻更自然
game_t00495,020_UAF_DAY91_01.egpack,,それじゃ反応が鈍いのも仕方がない…\w…\wやっぱり俺の配慮不足か…\w…\w。,那样的话反应迟钝也是没办法的……果然是我考虑不周啊……,这样反应迟钝也难怪……果然是我考虑不周啊……,中文自然度修正：日式句法调整
game_t00540,020_UAF_DAY91_01.egpack,ダリル,「コントロール、\w保護対象搭乗機はナイヴス２だ、\w先に着艦させる」,「管制，保护对象所在机是黑刃2，让其先着舰」,「管制，保护对象乘坐的是黑刃2，让它先着舰」,中文自然度修正：保護対象搭乗機自然化
game_t00680,030_UAF_DAY93_01.egpack,オールストン准将,「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」,「对于这次编入，如有异议，请在现状结束后以书面形式提出。有什么问题吗？」,「对于这次编入，如有异议，请在当前状况结束后以书面形式提出。有什么问题吗？」,中文自然度修正：现状改为当前状况
game_t00707,030_UAF_DAY93_01.egpack,オールストン准将,「…\w…\w以後、\w数度の大津波と海図データの急激な変化によって艦の位置を喪失。急速な潮位の変動に対応し切れず、\wこの地に座礁してしまった」,「……此后，因数次大海啸和海图数据的急剧变化，舰船位置丢失。未能应对急速的潮位变动，在此地搁浅了」,「……此后，因数次大海啸和海图数据的急剧变化，失去舰位。未能应对急速的潮位变动，在此地搁浅了」,中文自然度修正：艦の位置を喪失按舰位处理
game_t01034,040_UAF_DAY94_01.egpack,ウィル,「ただ、\w今回は元々長期化に備えて食糧や生活物資優先で詰め込んでたからね。まだ余裕はあるよ」,「不过，这次原本就为了长期化而优先装满了粮食和生活物资。还有余裕哦」,「不过，这次原本就为了长期化而优先装满了粮食和生活物资。还很充足哦」,中文自然度修正：余裕改为充足
game_t01428,040_UAF_DAY94_01.egpack,ウィル,「でもな、\wそれは生きた人間が救助を待ってる、\wそう判断する強い根拠があったからだ！」,「但是，那是因为有强有力的依据判断那里有活着的人在等待救援！」,「但是，那是因为有强有力的依据表明，那里有活着的人在等待救援！」,中文自然度修正：判断句改为表明
game_t01588,050_UAF_DAY95_01.egpack,ダリル,「アタシに感謝する必要はないさ。あくまで司令部が通信可能圏を延伸すべき方位と判断したってことさ」,「没必要感谢我。只是司令部判断应该向通信可能圈延伸的方向而已」,「没必要感谢我。只是司令部判断，应该朝这个方向扩展通信范围而已」,中文自然度修正：通信可能圏延伸自然化
game_t02101,060_UAF_DAY96_01.egpack,ウィル,「死者を悼む気持ちが無い奴なんて、\wいるわけねえだろ…\w…\w！」,「没有悼念死者心情的家伙，怎么可能存在……！」,「没有悼念死者心情的家伙，怎么可能有……！」,中文自然度修正：存在改为有
game_t02111,060_UAF_DAY96_01.egpack,ウィル,「その状況で、\w戦術機を無駄に使う余裕があると思うのか！？」,「那种情况下，你觉得还有余裕浪费战术机吗！？」,「那种情况下，你觉得还有余力浪费战术机吗！？」,中文自然度修正：余裕改为余力
game_t02145,060_UAF_DAY96_01.egpack,リリア,「あらごめんなさい、\w確かにそうね。あんまり余裕ある非常事態だから、\wつい忘れちゃったの」,「哎呀对不起，确实是这样。因为是非常有余裕的紧急事态，一不小心就忘了。」,「哎呀对不起，确实是这样。毕竟是场这么游刃有余的紧急事态，一不小心就忘了。」,中文自然度修正：余裕讽刺语气自然化
game_t02206,060_UAF_DAY96_01.egpack,,そんなモン、\w気にしてる余裕も無かったが…\w…\w。,那种东西，连在意的余裕都没有……,那种东西，连在意的心思都没有……,中文自然度修正：余裕改为心思
game_t02361,060_UAF_DAY96_01.egpack,ウィル,「それを…\w…\w考えたことが無い奴なんていないだろ…\w…\w」,「那个……没有想过的人应该不存在吧……」,「那个……没有想过的人应该没有吧……」,中文自然度修正：不存在改为没有
game_t02507,060_UAF_DAY96_01.egpack,,じゃあ、\w探索任務の強化を持ち出すのか？　――それももう考えにくい。,那么，是要提出探索任务的强化吗？——这也很难再考虑了。,那么，是要提出加强探索任务吗？——这也很难再考虑了。,中文自然度修正：探索任務の強化自然化
game_t02522,060_UAF_DAY96_01.egpack,リリア,「ですが一方で、\w決して思考から除外してはならない存在があるはずです」,「但另一方面，应该有绝对不能排除在思考外的存在」,「但另一方面，应该也有绝对不能从思考中排除的东西」,中文自然度修正：存在自然化
