file,id,jp,zh_deepseek
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01207,「そんな堂堂回りを何回か繰り返していたら、響が戻って来たわけ」,「这么来回了好几圈，响就回来了」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01208,「……どうしたらいいんでしょう？」,「……到底该怎么办才好？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01209,柚香らしくない……。,不像柚香的作风……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01210,いや、そうでもないか……あいつ、ああ見えてかなり頑固なところもあるもんな……。,不，也未必……那家伙表面上看，其实也挺固执的……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01211,「そうだなあ……しばらくそっとしておくしかないんじゃないか？」,「说得也是啊……现在只能先放着不管吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01212,「うう……」,「唔唔……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01213,「しゃーねぇよ。理屈が通じるまで落ち着く時間を与えた方がいい」,「没办法嘛。给她点时间冷静下来，能讲道理了再说比较好」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01214,「そうですね……」,「是啊……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01215,「作戦行動に支障が出るようなら、次は俺が話すよ――ま、そこまでバカだとは思ってないけどさ。それでいいか？」,「要是影响到作战行动，下次我来跟她说――嘛，我还不觉得她会蠢到那个地步。这样行吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01216,「ヒビキにお任せします」,「交给响你了」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01217,「よろしくおねがいします……」,「拜托了……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01218,「了解だ。それにしても、ふたりとも心配してくれてありがとうな」,「了解。话说回来，谢谢你们俩这么担心我。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01219,「だって……大切な仲間だし……」,「因为……是很重要的伙伴啊……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01220,「そうだな。……でも、突っ込みづらい話題だろ？　そこを突っ込んでくれたのは、隊長としては嬉しいぞ」,「是啊。……不过，这是个很难开口的话题吧？你们能来关心她，作为队长我很欣慰。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01221,美桜乃にとっては仲間以上だろ。孤児院のみんなや大上中尉、そして俺達は家族なんだ。こういう対立は嫌だよな。,对美樱乃来说，这已经超越了伙伴吧。孤儿院的大家、大上中尉，还有我们，都是一家人。这种对立真让人难受啊。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01222,ホント俺、どうしてそういうこと、事が起きる前に気づけないんだろうな……情けねぇ……。,真是的，我为什么就不能在事情发生前注意到这些呢……太丢人了……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01223,「…………」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_06：深夜・柚香とエレン.egpack,tda03_t01224,「私を……思い通りにならないって切り捨てたくせに……今更……」,「明明因为我不听话就把我抛弃了……事到如今……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01225,「…………」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01226,……大陸横断、か。,横穿大陆吗。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01227,正直、見るのも嫌で、だけど棄てることもできないで、棚の奥に押し込んでたけど。,说实话，连看都不想看，但又舍不得扔，就一直塞在架子深处。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01228,こいつに何でも詰め込んでたんだよな。勿論、食料も。,这家伙里面什么都有。当然，食物也是。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01229,「…………」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01230,「……汚ぇ」,「……好脏啊」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01231,ポケットティッシュ……紙ナプキン……雑誌……やっぱり紙モノが多いな。使い勝手いいもんな。,纸巾……餐巾纸……杂志……果然纸质的东西多啊。用起来方便嘛。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01232,タオル、文房具、懐中電灯――それから葉っぱ。おいおい、紛れ込み過ぎだろ。,毛巾、文具、手电筒——还有叶子。喂喂，混进去的东西也太多了吧。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01233,他には――,其他还有——
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01234,「っつぅ……」,「呃……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01235,なんだ？　頭がズキッと……。,怎么了？头一阵刺痛……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01236,「………………」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01237,……。,嗯。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01238,…………。,嗯。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01239,………………。,嗯。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01240,何だろう……。何かが気になる。,是什么呢……总觉得有些在意。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01241,俺、この中に何かを入れていたような……それは凄ぇ大事なものだったような気がするんだけど……。,我好像在里面放了什么东西……感觉是特别重要的东西……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01242,…………。,嗯。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01243,それらしいものは見当たらない。っていうか、当時ならこの中の全部が大事だったろうな。,没找到像那样的东西。话说回来，在当时的话这里面的每一样都很重要吧。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01244,思い当たるものが無いって事はそういう事なんだろう。ほんと、人間の記憶って、当てにならねぇっていうか……。,想不起来的话，大概就是那样吧。真的，人类的记忆真是靠不住啊……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01245,松風も、理解はしてくれてるが、やっぱりわかってない。,松风虽然表示理解，但果然还是不懂啊。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01246,俺のような経験をしたやつが飯に拘らないなんて、あり得ないと思う。,像我这样经历过的人，怎么可能不执着于食物。我觉得不可能。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01247,それを不思議な奴みたいに言われるのは……不本意というか、残念というか。,被说成是奇怪的人……真是不甘心呢，还是说遗憾呢。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01248,あいつは悪気もなく気になったことを口にしただけなんだろうけどさ。,那家伙大概只是无心之失，随口说出了在意的事情吧。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01249,飯が食えるってことは、それだけで気持ちに余裕が出る――これは誰でもわかることだ。,能吃饭，光是这一点就能让心情变得宽裕——这是谁都明白的道理。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01250,なら、貧相でもいいか？　ひと口でもいいか？　――無いよりは全然マシだ。,那么，就算寒酸也行吗？就算只有一口也行吗？——比起没有要好得多。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01251,じゃあ、食えるものなら何でもいいのか？　――そこまで行ったら駄目だ。,那么，只要能吃，什么都行吗？——到那个地步就不行了。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01252,民族による食文化の違いも影響するだろう。土を食うのは嫌でも、土を使ってステーキを作ったらどうかと言われれば、十分満足するに決まってる。,民族不同，饮食文化也不同吧。就算讨厌吃土，但如果用土来做牛排的话，肯定会很满足的。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01253,だから生産プラントがあるんじゃないか。海洋プランクトンから美味い飯を作っちまう夢の機械が。,所以才会有生产平台啊。那台能从海洋浮游生物中做出美味饭菜的梦幻机器。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01254,何を食うかという問題は、所詮感覚的なものでしかない。だけど、それが極限じゃあ人間の生死を決めるんだ。,吃什么的问题，说到底只是感觉上的问题。但在极限状态下，这却会决定人的生死。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01255,フランスは今まさにそういう状況に陥ってる。だから殿下はそれをどうにかしようとした。,法国现在就陷入了那种状况。所以殿下才想为此做点什么。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01256,フランス人の苦しみがわかるから。それをわかってる殿下を凄いと思ったから。,因为我能理解法国人的痛苦。也因为我觉得能理解这一点的殿下很了不起。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01257,でも、殿下のように、経験したことが無くても考えられる人は少ないってことなんだな。,但是，像殿下那样没有经历过却能体谅的人还是很少的啊。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01258,けど――俺に言われたくはねぇか。経験したことですらすっかり忘れて考えもしない奴だもんな。,不过——我没资格说别人吧。毕竟我连经历过的事都完全忘掉，不去思考了。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01259,浅葱……忘れててすまねぇ。,浅葱……对不起，我忘了。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月29日_07：深夜：自室.egpack,tda03_t01260,おまえをこの手に掛けたこと――もう絶対に、忘れねぇから。,亲手杀了你这件事——我绝对不会再忘记了。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01261,「さて…\w…\wこれで事前に打てる手はすべて打ったということですね」,「好了……也就是说，事前能打的牌全都打完了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01262,「あとは閣下の手腕に掛かっておりますわ」,「接下来就看阁下的手腕了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01263,「あまり緊張させないでくれ。重圧で心が折れそうだ」,「别让我太紧张了。压力大得我的心都要碎了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01264,「ふふふ…\w…\w」,「呵呵呵……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01265,「学生の頃から緊張などしたことがなかったでしょう。散々、\w教官を弄って遊んでいたくせに」,「从学生时代起您就没紧张过吧。明明把教官们耍得团团转。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01266,「世界の命運を決める会議を学生時代の戯れで例えるか？　卿は私より肝が太いな」,「你把决定世界命运的会议比作学生时代的游戏？卿比我想象的胆子大啊。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01267,「私は閣下のお手伝いをしているに過ぎません。明日は閣下の力を存分に発揮していただきたく」,「我只是在帮阁下的忙而已。明天还请阁下充分发挥您的力量。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01268,「せいぜい張子の虎とならぬように努めよう。これ以上、\w藤原に失望されるのも辛いしな…\w…\w」,「我会尽力不让自己变成纸老虎。我可不想再让藤原失望了……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01269,「あら、\w嬉しいお言葉ですこと――」,「哎呀，真是令人高兴的话呢——」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01270,「華山院女史には聞かせられませんね」,「这话可不能给华山院女史听到。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01271,「ふふふ…\w…\w、\wきっとハワイで焦れていらっしゃると思いますわ」,「呵呵呵……，她一定在夏威夷干着急吧。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01272,「人聞きが悪いな。女史とは何もないぞ。――真壁は私が遊び人であるかのように語るから困る」,「这话说得真难听。我和女史之间没什么。——真壁总是把我说的像个花花公子，真让人头疼。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01273,「今源氏と呼ばれていたのは、\w私の記憶違いではないと思いますが？」,「刚才被称为光源氏的，应该不是我的记忆错误吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01274,「あら、\wそれは私、\w初耳でございます…\w…\w」,「哎呀，这可是我第一次听说呢……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01275,「断っておくが、\w幼女を自分好みに育てた経験はないぞ」,「我事先声明，我可没有把幼女培养成自己喜欢的样子。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01276,「当然です。平安の時代ならいざ知らず、\w当代で許される話ではありません」,「那是当然。平安时代姑且不论，在当代这是不被允许的。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01277,「ふふふ、\wそのような話が本当にあればタブロイド紙が飛びついたでしょうね」,「呵呵呵，要是真有那种事，八卦小报早就扑上来了吧。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01278,「真実でなくとも、\wでっち上げられるからな。…\w…\w事後処理には苦労した」,「就算不是真的，也会被捏造出来。……善后工作可费了不少劲。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01279,「そうやって、\w卿の処理能力を鍛えていたのさ」,「就是这样，才锻炼了卿的处理能力啊。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01280,「どうだか…\w…\w。さて、\w戯言はここまでとして、\wまとめましょうか」,「谁知道呢……好了，玩笑就到此为止，我们来总结一下吧。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01281,「とりあえず舞台と役者は揃いました。ここをクリアすれば、計画は次のステージに移行できます」,「总之舞台和演员都齐了。只要突破这里，计划就能进入下一阶段。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01282,「藤原、\w例のレポートの捜査はどうなっている？」,「藤原，那份报告的搜查进展如何？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01283,「――は。残念ながら、\wまだ発見されておりません。継続して対象の身辺を洗っていますが――」,「——是。遗憾的是，尚未发现。我正在持续排查目标身边的人物——」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01284,「これ以上、\w埒があかないのであるならば、\wどこかで強引に動くべきだな…\w…\w」,「如果再这样毫无进展，就该在某个地方采取强硬手段了……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01285,「――白銀中尉」,「——白银中尉」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01286,「改めて確認したい。レポートが彼女の手に渡ったのは間違いないのだな？」,「我想再确认一次。报告确实落到了她手中，没错吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01287,「…\w…\w間違いありません」,「……确实没错」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01288,「…\w…\w…\w…\w」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01289,「では捜査を継続します」,「那么继续搜查。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01290,「頼む。あれは我々の計画に欠かせないものだ」,「拜托了。那份文件对我们的计划不可或缺。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01291,「了解しました」,「明白了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01292,「中尉。場合によっては戦術機機動を見せて貰うことになる」,「中尉。根据情况，可能要让你展示战术机机动。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01293,「…\w…\w…\w…\w」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01294,「敵が何であれ、\w躊躇は許されぬぞ」,「无论敌人是谁，都不允许犹豫。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01295,「――は」,「——是」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_01：朝・斑鳩と真壁.egpack,tda03_t01296,「閣下、\wそろそろ出発のお時間です――」,「阁下，差不多该出发了——」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01297,予定通り進んでいるなら、\w四カ国会議が始まってる頃だな…\w…\w。,如果一切按计划进行，四国会议应该已经开始了吧……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01298,ギリギリ…\w…\wか。,真是……悬啊。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01299,ふたりが弁えているうちは見守るつもりだが…\w…\w。,两人能保持分寸的话，我打算观望……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01300,「はい、\w待機所です。――はい――はい、\wわかりました」,「是的，这里是待命室。——是——是，明白了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01301,「龍浪中尉、\w駒木大尉の所まで出頭するように、\wだそうです」,「龙浪中尉，说是让你到驹木上尉那里报到。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01302,――時間か。,时间到了。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01303,「…\w…\wとりあえず、\w後は任せる」,「……总之，后面就交给你了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01304,「了解です」,「了解。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01305,「…\w…\w…\w…\w」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01306,この人とふたりで車に乗るのは息が詰まる。なんか、\w怒られそうな予感がするぜ…\w…\w。,和这个人一起坐车真是窒息。总觉得有种会被训斥的预感……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01307,「あの…\w…\w大尉、\w質問よろしいですか？」,「那个……上尉，可以问个问题吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01308,「…\w…\wなんだ？」,「……什么事？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01309,「千堂専務との打ち合わせなんですが、\wなぜこの時間なのですか？　四カ国会議中ですよ？　警備の想定が崩れます」,「关于和千堂专务的会议，为什么定在这个时间？现在可是四国会议期间啊？警备设想会被打乱的。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01310,市内各所に戦術機が配備されてるような状況だ。議場になってる生産プラントの警備はどれだけ厳重になっていることか…\w…\w。,市内各处都部署了战术机。作为会场的生产平台，警备该有多严密啊……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01311,なにせ１回、\wやらかしちまってるしな…\w…\w。,只有这个时间有空。政威军监阁下出席会议期间，才是唯一能确保整块时间的时间。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01312,「この時間しか空きがなかった。政威軍監閣下が会議に出席している間だけが、\wまとまった時間の取れる唯一の時間だということだ」,「只有这个时间有空。政威军监阁下出席会议的这段时间，是唯一能腾出整块时间的时候。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01313,「随分とご多忙みたいですね」,「看来他相当忙碌啊。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01314,「今回の会議に合わせて、\wボーニング社をはじめ、\w様々な企業が動きを見せている」,「配合这次会议，以波音公司为首，各种企业都开始有所动作。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01315,「ハワイ駐留の斯衛軍、\w生産プラント建設に大きく貢献した河崎重工…\w…\w彼等と直接話をしたい者は溢れているだろう」,「驻留夏威夷的斯卫军、为生产平台建设做出巨大贡献的河崎重工……想直接和他们谈的人肯定多得很。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01316,「それはそうですね…\w…\w。けど、\wさすがに政府との距離が近すぎませんか、\w建前とは言え、\w一応民間ですよ」,「这倒也是……。不过，是不是和政府的距离太近了？虽然是表面工夫，但好歹也是民营企业啊。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01317,「気にしても仕方が無い。シアトルにいる我々には、\w見えない事の方が多いんだ」,「在意也没用。我们在西雅图，看不到的事情多着呢。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2005年12月30日_02：朝・駒木と移動中.egpack,tda03_t01318,「それは、\w政威大将軍殿下と繋がっている貴様であったとしても、\w大差はないと思うがな」,「就算你和政威大将军殿下有关系，实际上也没多大差别。」
