file,id,jp,zh_deepseek
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\020_２００５年１２月０１日（木）_021_格納庫にて.egpack,game_t00323,「うーん、\wどうかね龍浪中尉！　いわゆるマクロ経済における帝国軍の果たす役割というのはだね、\wボクは小さくないと思うんだがね？」,「嗯，您怎么看呢，龙浪中尉！说到宏观经济中帝国军所扮演的角色，我觉得可不小啊？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\020_２００５年１２月０１日（木）_021_格納庫にて.egpack,game_t00324,「はっはっは！　そこに目をつけるとは松風中尉もお目が高い！　我々、\w帝国軍の責任は重大ですなぁ！」,「哈哈哈！松风中尉真是慧眼如炬！我们帝国军的责任重大啊！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\020_２００５年１２月０１日（木）_021_格納庫にて.egpack,game_t00325,「一体何を話していたんだか…\w…\w」,「他们到底在聊些什么啊……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\020_２００５年１２月０１日（木）_021_格納庫にて.egpack,game_t00326,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00327,「……火が通ったみたいです」,「……好像烤熟了。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00328,「よし…\w…\w。回してくれ」,「好……分给大家吧。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00329,「また虫かよ…\w…\w。冗談じゃねぇ…\w…\w」,「又是虫子吗……开什么玩笑……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00330,「…\w…\wちゃんとクソ抜きはしたんだろうな？」,「……你好好把屎挤掉了吧？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00331,「捕まえてから飯盒の中で丸一日放置しましたので…\w…\w。龍浪中尉も、\wご自分の分を…\w…\w」,「抓回来之后在饭盒里放了一整天……。龙浪中尉，这是您的份……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00332,「…\w…\wあぁ」,「……啊。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00333,「うぅ…\w…\wうごっ…\w…\w…\w…\wぷ…\w…\w」,「呜……唔噗…………噗……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00334,「うえっ…\w…\wげぇ……っ…\w…\w」,「呃……呕…………」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00335,「げふっ…\w…\wご…\w…\wぅ…\w…\w…\w…\wぶっ…\w…\wうっ…\w…\wっ」,「咳噗……呃…………呜…………噗…………」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00336,「大丈夫ですか？」,「你没事吧？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00337,「喰いたくない奴のことは放っておけ。死にたい奴は喰わなくてもいい」,「不想吃的人就别管了。想死的人不吃也没关系。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00338,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00339,「いいか？　よく聞け。この幼虫は良質なタンパク補給源なんだぞ。炙って寄生虫も殺している」,「听好了？给我记清楚。这些幼虫是优质的蛋白质补给来源。烤过之后寄生虫也杀死了。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00340,「味は保証できんが確実にカロリーは摂取できる。しっかり噛んで消化するんだ。それが生きるための手段だ」,「味道我不敢保证，但确实能摄取热量。好好嚼碎了消化掉。这就是活下去的手段。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00341,「これは俺達が自分で選んだ生き様の延長線上にある…\w…\w。辛いだろうが、\wそれを忘れるな。生きるためにこの瞬間があるんだ」,「这是我们自己选择的生存方式的延长线上……。虽然难受，但别忘了这一点。为了活下去，才有这一瞬间。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00342,「こんな時までお得意の自己決断かよ…\w…\w」,「都这种时候了还拿你那套自我决定论说事吗……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00343,「生き延びるためなら、\w何度でも思い出させてやる」,「为了活下去，我会让你想起来多少次就想起多少次。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00344,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00345,「わかりました…\w…\w。…\w…\wうっ…\w…\wぐ…\w…\w……」,「明白了……。……唔……咕…………」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00346,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00347,「隊長…\w…\wまだ森の中を行くんですか？　…\w…\wそろそろ街道に出てもいいでしょう？　これじゃ、\wいつまで経っても到着しませんよ」,「队长……还要在森林里走吗？……差不多该上公路了吧？这样下去什么时候才到得了啊。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00348,「ここはまだフランス・カナダの勢力圏内だ。…\w…\w街道を行くのはせめて米国領に入ってからだ。危険すぎる…\w…\w」,「这里还是法属加拿大的势力范围内。……至少等到进入美国领土再上公路吧。太危险了……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00349,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00350,「ここが敵地であることを理解しろ。我々は見つかるわけにはいかないんだ」,「要明白这里是敌境。我们绝不能被发现。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00351,「…\w…\w山の中を何千キロ歩けばいいんだよ？」,「……那我们得在山里走几千公里才行啊？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00352,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00353,「もう何日、\w這いずり回ってると思ってんだッ！？　体力だって限界だっ！　このままじゃみんな死んじまうよッ！」,「你以为我们已经在这鬼地方爬了多少天了！？体力也到极限了！这样下去大家都会死的！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00354,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00355,「…\w…\w都合の悪いことは黙りかよ？　あたしはこのまま森の中で野垂れ死にするのはごめんだよ」,「……一提到不利的事就哑巴了？我可不想就这么在森林里像条野狗一样死掉。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00356,「街道を行こう！　車を手に入れればなんとかなるさ！　だから――」,「走大路吧！弄到车就有的商量了！所以——」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00357,「車輌を使って逃亡などできるはずがない！　――いいか？　敵が我々を探しているのは間違いないんだ」,「用车辆逃跑怎么可能行得通！——听好了？敌人肯定在找我们。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00358,「我々は敗残兵だ…\w…\w。捕虜の保護など考えられていると思うのか？　捕まったら見せしめになるだけだ」,「我们是败兵……你以为他们会考虑保护俘虏吗？被抓了只会被拿来杀一儆百。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00359,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00360,「殺されたくなかったら私の言うことを聞け。…\w…\wここは頑張りどころだ」,「不想被杀就听我的。……这里就是咬牙坚持的时候。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00361,「…\w…\w…\w…\w」,「嗯……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00362,「…\w…\wクソッ！」,「……妈的！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00363,「止まれ…\w…\w。見ろ、\w廃屋だ…\w…\w」,「停下……看，破房子……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00364,「あれ…\w…\w山小屋ですかね。保存食があるかもしれませんね…\w…\w？」,「那是……山间小屋吧？说不定有储备粮……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00365,「万が一人がいた場合、\w通報されるかもしれません…\w…\w。接触は避けた方が…\w…\w」,「万一有人，可能会被举报……还是避免接触比较好……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00366,「通報…\w…\w？　こんな山の中でどこに通報するって言うんだい？」,「举报……？这种深山里，你想他们往哪举报？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00367,「銃を使うつもりなのですか！？」,「你打算开枪吗！？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00368,「当たり前だろ、\wこんな場所に人が残ってるっていうなら、武装くらいしてるに決まってる！」,「废话，这种地方还有人的话，肯定有武装！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00369,「強化装備を着てる、\wこっちのほうが有利なんだ。まず間違いなく勝てる…\w…\w！」,「我们穿着强化装备，占优势。肯定能赢……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00370,「だからって――！　…\w…\w接触は避ければいいんです！　隊長、\w何か言ってください！」,「就算这样——！……避开接触就行了！队长，您倒是说句话啊！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00371,「…\w…\w全員、\w武装を確認しろ」,「……全员，确认武装。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00372,「隊長…\w…\w！」,「队长……！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00373,「千堂、\wこれは生きるために必要な選択なのさ。なあ、\w隊長？」,「千堂，这是为了活命不得不做的选择。对吧，队长？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00374,「無闇に撃つつもりはない。あくまでも自衛のためだ」,「没打算乱开枪。始终只是为了自卫。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00375,「龍浪、\w浅葱は左翼から。寺本と千堂は右翼からだ。正面は私が行く。いいな、\wくれぐれも誰かがいても無闇に撃つなよ」,「龙浪、浅葱从左侧。寺本和千堂从右侧。正面我来。听好了，就算有人也绝对不要乱开枪。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00376,「あくまでも最低限の食料を融通して貰うだけだ。――作戦を開始する」,「只是最低限度地弄点食物而已。——开始行动。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00377,「へっ了解！　…\w…\w行くぞ龍浪」,「嘿，了解！……走了，龙浪。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00378,「…\w…\w…\w…\wこいつら…\w…\w狂ってやがる…\w…\w」,「…………这帮家伙……都疯了……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00379,「これも…\w…\w人間の業だ…\w…\w」,「这也是……人类的业障啊……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00380,「狂ってるんだよ、\wアンタも私もこいつらも――！　畜生…\w…\wッ！　死んじまえ――！」,「都疯了，你、我、还有这帮家伙——！畜生……！去死吧——！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00381,「浅葱…\w…\w。これも…\w…\w生き延びるための…\w…\w現実だ…\w…\w」,「浅葱……这也是……为了活下去的……现实……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00382,「はは…\w…\wっ、\wはははっは…\w…\wあはははッ…\w…\w」,「哈哈……哈、哈哈哈……啊哈哈哈……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00383,生き延びるための現実…\w…\wこれが現実…\w…\w。,为了活下去的现实……这就是现实……。
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00384,「まともな人間では生きていけないんだよ…\w…\w。まともじゃ…\w…\w」,「正常人可活不下去啊……。正常人……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00385,…\w…\w…\w…\w。,……。
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00386,「とっくの昔にまともな世界なんか終わっちまってるのさ」,「正常的世界早就完蛋了。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00387,「ウオオオオォォ――ッ！！！！」,「呜哦哦哦哦——！！！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00388,「うわぁぁ…\w…\w！」,「呜哇哇……！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00389,「何だ…\w…\wっ！」,「什么……！？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00390,「寺本ォ…\w…\wッ！！　このォォ…\w…\w！！！」,「寺本……！！你这混蛋……！！！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00391,「ぐあぁぁ…\w…\wあぁ…\w…\wっ…\w…\wく…\w…\w」,「呃啊……啊……呃……咳……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00392,「大丈夫か、\w寺本――！」,「寺本——没事吧！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00393,「あ…\w…\wぐ…\w…\wッ…\w…\w」,「啊……呃……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00394,「畜生…\w…\wッ！　テメェ、\wこの野郎ォォ――！」,「畜生……！你这狗娘养的！！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00395,「止めてください！　もう死んでます！　お願いですから――！」,「住手！他已经死了！求您了——！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00396,「クソ！　まだ他にいるかもしれないッ！」,「操！可能还有别的人！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00397,「浅葱、\w龍浪は周辺哨戒ッ！　千堂は寺本の治療を！」,「浅葱、龙浪负责周边警戒！千堂治疗寺本！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00398,「見つけたらぶっ殺してやるよッ！　行くよ！」,「找到就宰了他！走了！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00399,「ま、\w待て――！　あ、\wあれを見ろ…\w…\w」,「等、等等——！看、看那边……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00400,「なんだって言うんだい！？　――って、\wそんな…\w…\w」,「到底怎么了！？——啊，怎么会……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00401,「囲まれてる…\w…\wだと…\w…\w。いつの間に…\w…\w」,「被包围了……吗……。什么时候……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00402,「…\w…\w至急、\wここから離脱する――」,「……立刻撤离这里——」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00403,「――寺本少尉が…\w…\wまだ動かせません！」,「——寺本少尉……还不能移动！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00404,「なんだって…\w…\w」,「什么……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00405,「…\w…\w全員、\w残弾の確認をしろ」,「……全员，确认剩余弹药。」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00406,「向こうが仕掛けてくるなら、\wやり返すだけだ…\w…\w…\w…\w」,「只要对方敢动手，我们就反击…………」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00407,「…\w…\w７、\w８…\w…\w１０人以上はいる…\w…\w！　クソったれが！　全員、\w猟銃か何かを持って武装している！」,「……7、8……有10人以上！妈的！全都拿着猎枪之类的武器！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00408,「龍浪…\w…\w。おまえも撃つんだ…\w…\w」,「龙浪……。你也开枪……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00409,「殺らなければ殺られるだけだ…\w…\w。殺せ、\w龍浪！　殺すんだ…\w…\w！」,「不杀就会被杀……。杀啊，龙浪！杀掉他们……！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00410,「龍浪中尉…\w…\w」,「龙浪中尉……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00411,「生き残るために…\w…\w殺せ――！！」,「为了活下去……杀——！！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_030_悪夢　大陸放浪.egpack,game_t00412,「うわぁぁぁぁ――ッッ！！！」,「呜哇啊啊啊——！！！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00413,「中尉！　起きてください中尉ッ！」,「中尉！请醒醒，中尉！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00414,「中尉！　目を覚まして下さい！　中尉！」,「中尉！请醒一醒！中尉！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00415,う…\w…\w頭が痛ぇ…\w…\w。なんだこれ…\w…\w。,呃……头好痛……。这怎么回事……。
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00416,ドア開けないと…\w…\w。,门得打开才行……。
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00417,「せ～っ～のッ…\w…\w！」,一——二……！
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00418,「ちょっ！　待て――ッ！」,喂！等一下——！
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00419,,
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00420,３センチ…\w…\w！　目の前３センチを死神の鎌が通り過ぎた――！,3厘米……！死神之镰从我眼前3厘米处掠过――！
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00421,「あ…\w…\wあら…\w…\w？　お、\wおはようございます、\w龍浪中尉！　きょ、\w今日は風も爽やかで、\wいい朝ですねっ！？」,「啊……哎呀……？早、早上好，龙浪中尉！今、今天风真清爽，是个好早晨呢！？」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00422,「爽やかな風じゃねーよッ！？　目の前で死の嵐が渦巻いてたよッ！」,「才不是什么清爽的风呢！？刚才我眼前可是刮起了死亡风暴啊！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00423,「す…\w…\wすみません！　ついうっかり…\w…\w」,「对……对不起！一个不小心就……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00424,「『ついうっかり』で人のド頭を切り裂くつもりか、\wおまえは！　すっかり目が醒めちまったよ！　スゲー目覚まし効果だよ！」,「就凭一句‘不小心’就想要砍掉别人的脑袋吗，你！我可是完全醒过来了！这闹钟效果真棒啊！」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00425,死ぬかと思ったっつーの！,我还以为要死了呢！
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00426,「あ…\w…\wあはは…\w…\wす、\wすみません。その…\w…\w中尉の悲鳴が聞こえてきたものですから…\w…\w」,「啊……啊哈哈……对、对不起。那个……因为我听到了中尉的惨叫声……」
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00427,あ…\w…\w。,啊……。
outputs\tda_fpd_extract\tda02\root\assets\data_spec\adv\game\scr\localized\030_２００５年１２月０２日（金）_031_私室での目覚め.egpack,game_t00428,「…\w…\wそっか、\wすまなかったな。心配かけた…\w…\w。悪ぃな…\w…\w」,「……是么，是我不好。让你担心了……抱歉啊……」
